Görüş,Durum
"Ürün çalışıyor fakat gelen kutusu resmen rezalet. hediye edeceğimiz bir
ürün olmasa konu değil fakat böyle özensiz böyle rezil bir alışveriş
yapmamıştım.Bu mağazadan bir ürün alırken 40 sefer düşünün zira poşete
sarıp gönderme ihtimalleri de var fotoğrafa bakarsanız...",Olumsuz
"aldığım  günden beri 1 ay geçti hiç bir faydası yok para tuzağı teresan
bundan kat kat iyidir",Olumsuz
Super,Olumlu
Özenle paketlenmiş ve zamanında teslim edildi. Fiyatı da uygun.,Olumlu
Arkadaşlar mikrofonlu kulaklık kullanmadım ilk defa aldım ancak bilginiz olsun kulaklık kısımlarının üstünde çorap kalınlığında ince bir sünger var ve alttaki sert plastiği tamamen hissediyorsunuz.. tekrar söyleyeyim bu tarz kulaklık kullanmadığım için karşılaştırma yapamıyorum belki hepsi öyledir...,Tarafsız
"Demirdöküm Nitron Condense P24KW 20640 Kcal/H Yoğuşmalı Kombi aldım.1ay oldu55derecede calıştırıyorum10 15 dk calışıyor 59 60 derece de stop edıyor yanı alev kesılıyor daha ılk petek ısınmıyorkombının cıkıs borusundakı sıcaklık ılıkısı 40 veya 35 e dusunce tekrar alev gözukuyor ısı hemencık gene 55 60 dereceye gelıyor ve alev keslıyor. bu şekılde calışmaya devm edıyor.evı ısıtamıyorum katalogunu ıyıce okuyunca kombide modulasyon vanasının oldugunu fark ettım ama kombi module etmıyor.gazı komple ac kapa calışıyor mosulayon alevi komple ac kapa yapmadan  ısıyı alev boyu ile ayarlamaktır. modulasyon ayarı yapılırsa cok daha ekonomık olacaktır,katalogda vana var dıye yazıyor urunde varmı bılmem ancak servıs gelıp ayarlaması lazım şehrımızdekı yetkılı servıse gıttım konuştum,servıs yetkılısı ben boyle ayar yapmadım yapamamda hayatımda yapmadım dedi kaç defa musterihizmetlerıne tel actım sıze dönulecek denıyor ama ne arayan var ne soran son carem galıba tuketıcı hakem heyetıne şikayet etmek olacak.",Olumsuz
Korkarak alıdığım bi ürün sesi fena çıkmasada en kötüsü kablosunun kısa olması ve inanılmaz küçük olmasıdır,Olumsuz
Olumlu yönleri: çok güzel bir ürün çok memnun kaldım,Olumlu
Plastik yapısı kalitesizlik hissi veriyor.,Olumsuz
kuaför salonlarındaki kadar iyi değil bence... beklentilerimi karşılamadı açıkçası,Tarafsız
Güzel bir ütü fiyatı uygun performansı yüksek alınabilir paketlemesi güzeldi,Olumlu
Ürün güzel paketlenmişti ama içinden malesef vida ve kablo çıkmadı.,Tarafsız
Çok kısa sürede elime ulaştı.,Olumlu
Ürünü 2017 sekizinci ayda Ankara antares media marketten aldım 4 kez arıza yaptı . Her seferinde onarımı yapıldı geri geldi. Tekrar arıZa yaptı  bugün gordion media markete bıraktım. Çöpe atmalarını rica ettim . Umarım Ürünün kalitesini anlatabilmişimdir.,Olumsuz
Urunun kapagi acik geldi.,Olumsuz
"Ürün tabi ki güzel, Orjinal. Ancak yanlış ürün gönderildi. İade kabul
edilmedi.. Değişim de 15  gün sonra gerçekleşti.Boşu boşuna fatura
ödedim, internetsiz kaldım. Benim sinirlerim sağlam ve vaktim de var
diyorsanız bilmem.Ama ben kimseye  firmayı tavsiye etmiyorum.",Olumsuz
"amazzon'un her zamanki hızlı teslimatı ve ürünün özellikleri tek kelimeyle harika, teşekkürler...",Olumlu
ürün tanınmış kaliteli bi ürün,Olumsuz
Bulasik makinasi parlatici makina calisinca kapak acilmiyorr bulasik bitince kapak kapali konumda  yani parlaticida kapalimi olmali kapak   parlatici bolum kapagi  bulasik bitince kapali konumda ve bardaklar lekeli bu yuzden,Olumsuz
Güzel bir şekilde paketlenmiş ve çok hızlı bir şekilde gönderildi,Olumlu
Logıtech z313 ses sistemi 2 +1 ve 25 w ses çıkışıyla  gerçekten güzel ve gösterisli bir ürün alacak arkadaslara logıtech kalitesini tavsiye ederim.,Tarafsız
"ALDIĞIMA BİN PİŞMANIM..
.KEKLER ASLA KABARMIYOR..KURABİYE VE POĞAÇALAR KURUYOR..SADECE PATLICAN KÖZLÜYORUM..",Olumsuz
rondo parcalayicisi hic guzel degil blendiri cok kisa surede bozuldu rondosunun tutacak yeri catladi. hic memnun kalmadim,Olumsuz
"Çayı sıcacık tutuyor, harika...",Olumlu
kutusuna bakınca sinirlenmiştim bune böyle küçücük dalgamı geçiyorlar diye. üzerinde 28 günde gözle görülür etki yazıyordu. anca 1 hafta gider ne 28 gününden bahsediyor demiştim ama inanın o küçücük kutuya şelale sığdırmışlar sanki. kullanıyorum kullanıyorum bitmiyo. sebamed ürünleri zaten güvenilir. gönül rahatlığıyla kullanıyorum. mucizevi bişey değil tabiki bu fiyata. ama aldığınıza pişman olmazsınız. bi yaştan sonra kullanılması gerekiyo ;),Tarafsız
Daha ilk dosyayı kopyalarken kopyalayamadı okuma hatası Verdi. Uygun bir software ile tarama yaptırdım. Çok fazla bad sector çıktı. cihaz mı dandik yoksa kargoda bir darbe mi aldı bilmediğim için 3 yıldız verdim. Hiç kullanamadım. Ayıplı ürün olarak iade ettim. Bad sector olduğunu belirtttim. Paramı iade ettiler. Sonuçta mağdur olmadım yinede.,Tarafsız
Sesleri çok tatmin edici değil.,Olumsuz
"Ürün zamanında elime ulaştı.paketleme güzeldi.guvenilir bir
mağaza.tesekkur ederim",Olumlu
Çok kullanışlı güzel bi urun,Olumlu
Gayet başarılı güzel bir ürün bundan önceki makineye göre çok iyi,Olumlu
"Olumlu yönleri: Patates kızartması yaptım çok güzel oldu.Balık denemeyi çok istiyorum henüz fırsatım olmadı.

Olumsuz yönleri: Irmik helvası ve mısır patlatmayı denedim olmadı😔",Tarafsız
Ben adanadan yazıyorum harika bir ürün hızlı teslimat eşim ütü yaparken bu kadar rahat yapmazdı önceden buharı kendi veriyor sizi yormuyor bu fiyata bu ütü ödülü hak eder,Tarafsız
amazzon' teşekkür ederim. Ürün çok güzel ve korunaklı paketlenmiş. Hiç açılmamış paket geldi. Telefon özellikle kamera konusunda beklentimin üzerinde tam bir FP ürünü telefonu oyun makinesi gibi kullanmayacaksanız yıllarca hertürlü işinizi görür. Ekran kalitesi işlevselliği harika,Olumlu
Ürün kaliteli ancak biraz geç geldi tek sıkıntısı o,Tarafsız
ürün güzel yanlız dediğim gibi mağaza iletişimi sıfır.,Tarafsız
Ürün kırık olarak geldi.,Olumsuz
dün geldi denedim evde çok kötü bugün götürüp iade edeceğim,Olumsuz
Arzum markasına güveniyorum ilk yorum olarak malzeme kalitesi ambalajlama çok güzel teşekkür ediyorum,Olumlu
Ürünün uç kısmının kullanımı kontrolü çok zor. Hiç tavsiye etmiyorum.,Olumsuz
"kalite sıfır ütü yaparken çok ses çıkartıyor,bacaklarında aksama var sallanıyor ve hiç güzel değil tavsiye etmiyorum. verdiğim paraya yazık şunu bir kez daha anladım ki alacağın ürünleri gözünle görerek kalitesini kontrol ederek almak gerekiyor.",Olumsuz
ürünü daha önce kullanan bir arkadaşımın tavsiyesi üzerine aldım. kendim dce başka bir markanın su filtreli süpürgesini kullanmıştım ama ondan memnun kalmamıştım. bu ürünün hem evi temizlemesi çok iyi hem de temizliği kolay. tavsiye ederim . özellikle toz allerjisi olanlar rahatlıkla kullanabilir.,Olumlu
Anneme alıp kullanıp Memnun kaldığım için kendime de aldım fakat benim ütüm hem su aktıyor Hem de sürekli içerisinden beyaz tortular bırakıyor siyahları Ütülemek kabus gibi oluyor geri dönerseniz sevinirim,Tarafsız
"Çok sevdim. Bununla sadece sütlü kahve yapıyorum. Köpürüp taşmasın diye 2 kahve fincanı büyüklüğündeki kahve fincanım ölçüsünde süt, çay kaşığı ucu kadar kahve ve 2 şeker koyup çalıştırıyorum 30 - 40 sn içinde bence mükemmel tat hazır. Herkese tavsiye ederim.",Olumlu
Simens marka paramızla bizi rezil etti. En iyisi Olsun diye Bayideki en pahalı markayı aldık . Tabi paramızı da peşin ödedik . Kurulum için bir hafta bekledik. Makineyi kurup gittiler . İlk çalıştırmada fabrika hatası verdi. Telefon ettik yenisini getireceğiz dediler . Tam 1 ay 1 hafta oldu defalarca aramamıza rağmen  ne gelen Var ne giden . Müşteri hizmetlerini aradığımız zaman şikayetinizi oluşturuyoruz diyor . 1ay 1 haftadır elde buluşık yıkıyoruz. Simens marka bizi paramızla rezil etti . Para iadesi şstedik onu da gerçekleştirmediler . Başka marka bir makine alıp Tüketici hakları mahkemesine başvuracağım :(,Olumsuz
"ÜRÜN ÇOK KULLANIŞLI VE GÖRSEL OLARAK ŞAHANE . Ambalaj çok koruyucuydu. Ayrıca Kolay gelsin adı altında bir kargo şirketi getirdi . Bu zamana kadar gördüğüm en iyi şirket şöyle ki mesaj geldi aracın konumu plakası getirecek personel herşey belli , istersen geleceği saati bile değiştirebiliyorsun . BU ZAMANA KADAR ALDIĞIM ÇOK ÜRÜN OLDU VE HEP BEN KARGO FİRMALARININ PEŞİNDE KOŞTUM MALESEF . O YÜZDEN İYİKİ AMAZON .",Olumlu
"Olumlu yönleri: Kullanışlı kolay ve güzel bir ürün

Olumsuz yönleri: Reklam ve yorumlar da abartılı sessizlik ve çekim gücüne sahip değil",Tarafsız
Ürünü sevdim ama yanında gelen dp kablosu ile alakalı mı yoksa donanımsal sorun mu bazı oyunlarda cs go gibi 2k 165 hertzde sıkıntı yaşadım sürekli ekran görüntü gamı değişiyordu msi ile iletişime geçtim ayrıca bir tane dp kablosu siparişi verdi. umarım kablo sorunudur iade etmek istemiyorum monitör çerçevesi olsun sunduğu özellikler olsun güzel.,Tarafsız
Parasına göre ideal  makine şuana kadar bir sıkıntı çıkarmadı hatta ikinci el uygun fiyatlı bulurisem alacağım 546 dötyüz yimidört seksan çift sıfır,Olumlu
"çocuğumun saçlarını kesmek için aldım Fakat beklediğim kadar randımanlı çıkmadı,onceden başka bir marka almıştım;yazılan özellikler aynı olmasına rağmen randıman çok farklı...",Tarafsız
memnun kaldık,Olumlu
daha acmadim hediye aldim,Olumlu
diğer yorumlara bakarak aldım kısa sürede yiyeceği pişirdi  alt ve üst kapak ayrıldığı için temizleme kolay oluyor yani alabilirsiniz fiyatta uygun,Tarafsız
"Dokunmatik ciddi problemli, normal bir tabletten sonra bu tabletin dokunmatiğini kullanmak çok yorucu.",Olumsuz
Bende yorumlar üzerine bunu aldım 2 gün de elime ulaştı ilk defa kullandım gayet güzel tadı kullanımı,Olumlu
Hayır kırık geldi çünkü,Olumsuz
"Ben özellikle burun bölgesi için almıştım içersinde 4 tane burun bandı var, önerilen şekilde uyguladım fakat ne yazıkki sonuç alamadım. Sadece ufak tüyler gitti.",Olumsuz
Ürünün pişirme levhası ısınınca kullanılabilir oluyor ancak ilk kullanımdan dalgalı şekilde yamuldu. Isısı gayet yeterli seviyede. Susuz ızgara olduğu için et vb şeylerde yağ sıçraması çok oluyor. Kısa süreli kullanımlar için fiyat olarak uygun ancak sürekli kullanım için daha kaliteli bir ızgara daha mantıklı bir tercih olacaktır.,Tarafsız
Parasına göre iyi sayılır,Tarafsız
Ne tüy ne kıl alıyor ne de sıfıra yakın alıyor inanmayın arkadaşlar,Olumsuz
"urunle ilgili yeterince aciklama yapilmamisti, ürünün cam acma sistemi
hiç güzel degil, 5tl lik amartisörü k0ymamişler. öyle sallany0r...",Olumsuz
Güzel ama kapağı hiç olmamış.,Tarafsız
ürünü nerden aldınız?,Olumsuz
verdiginiz parayı sonuna kadar hak eden güzel bir ürün teslimat çok hızlı ve ortam sesini aç kapa modu kısık seste dinlerseniz bile etkili ciddi anlamda çok güzel bir ürün,Tarafsız
En uygun fiyatlı ürün ama kargo elime ulaşmadan direk iade edildi.,Olumsuz
"net çekmiyor çok cızırtılı çokta kalitesiz daha ilk anteni açtık geri
kapatırken anteni tutan plastik parçası kırıldı. verilen paraya değmez",Olumsuz
Kullanması zormuş.ataştırmadan almayın ama paketleme vs hiç sıkıntı yok,Tarafsız
"Isınma süresi iyi. Plakaları granit ve çift taraflı kullanılabiliyor.
Düz tarafıyla yumurta pişirilebilir.  ben beğendim.",Olumlu
sesinin gücünü netligini duyan şaşırıyor.,Tarafsız
Aynen söylendiği boyutlarda ve çabuk geldi gayet başarılı,Olumlu
Daha denemedim,Tarafsız
nemlendirici kremi ile birlikte aldım kreminden baya memnun kaldım aynı anda kullanıyorum zaman içinde belli olacak şimdilik bir sorun yok bir zararını görmedim en azından,Tarafsız
Ürün görsel olarak ve kullanış olak güzel ancak. Klavye donma yapıyor arasıra.,Olumsuz
Malzeme kalitesi Ses kalitesi bass oranı gayet güzel fakat çok fazla kulak ağrıtıyor bir süre sonra. Oyunlarda gayet iyi ses kasılıyor ama.,Tarafsız
rengi pembeye yakin cok guzel gorunuyor..,Olumlu
"ürünün pembe rengini aldım çeyiz için cok tatlı plakları çok incede cok
kalında dğil ama temziliği kolay olur uzun uzxun arastırdım yorumlara
baktım inşallah bu yorumlar sizede faydalı olur . ben sevdim yandan
kilit yeri var paketlemsi güzeldi makinada kullnmaya deger bence güzel
bi makina alacaklara tavsiye ederim",Olumlu
her yönüyle çok iyi bir ürün yalnız ben 240 a alırken daha sonra gördüm ki 199 tl ye kadar indirime girmiş ne yapalım kısmet :)),Olumlu
Ilk kez powerbank aldim. Ilk gelisinde bataryasi yarim dolu halde geldi. Bu haliyle LG G 2 telefonumu yaklasik 2 saatte %13den %95e cikardi. Yine de bataryasi bosalmadi. Bence fazlasiyla iyi. Bu fiyaya almaya deger,Tarafsız
güzel,Olumlu
"Ürün bazı ayarlamalardan sonra güzel çekiyor tplink sitesinden
güncellemeniz lazim ürün versiyonu 1.0",Tarafsız
Estetik ve kullanışlı,Olumlu
çok güzel teşekkürler,Olumlu
Kendim gidip almak zorunda kaldım.,Tarafsız
Next 2000 hd fta cihazım mevcut..Tabiri caiz ise 10 para etmez..Üzerine uyduruk  2 adet usb girişi konulmuş..Hiç bir işe yaramıyor..2 adet ayrı ayrı wi-fi anteni taktım.You tubeye giriş yapmıyor..Hiç bir işe yaramıyor..Velhasıl içinde ınterneti olan bit tv  cihazı almak durumunda kalacağım..Bu alete ödediğim para da şirkete hediyem olsun..,Olumsuz
Kisacası memmun değilim,Olumsuz
"Süpürge emiş gücü,sesinin az olması, dışarıya toz vermemesi ve filtrelerinin kolay temizlenmesi çok çok iyi. Fakat aksesuar kısmına gelince çok vasat. Hortum, tutma sapı, borusu ve başlık bu fiyattaki bir süpürge için çok kalitesiz. Ama yinede tavsiye ederim.",Tarafsız
"Eczane fiyatına göre  fiyati da çok uygun ve  kuponu üzerinde geldi 
hassas cildim olduğu için her ürünü kullanamıyorum bu ürünü uzun süredir kullanıyorum. Tavsiye ederim.",Tarafsız
ehh iste. aldim bi kosede duruyo,Tarafsız
Ürün görselde daha kaliteli duruyor,Olumsuz
Çok beğendim...,Olumlu
Ben tlf buradan alamadım ama ne kadar köfte oo kadar ekmek yani sizin anlayacağız tlf idare eder memnun .memnuniyetsizlik .arası,Tarafsız
ürün koruma bandı olmadan geldi. ucu ince.,Tarafsız
Çok hızlı geldi bir gün içerisinde teslim aldık çekim gücü çok iyi teşekkürler 😊,Olumlu
teşekkürler mükemmel kalite mükemmel bir satıcı,Olumlu
"Ürün orijinal ve iyi paketlenmiş, renk olarak düz siyah geldi, kenarları metalik değil yani, ses kalitesi orta seviyede tatmin ediyor, ses detaylarını güzel veriyor, daha kaliteli istiyosanız  mega bass serisi alın tabi, teşekkürler",Tarafsız
çırpma telleri çok kısa olduğundan kullanışlı değil,Olumsuz
kullanmaya başlayınca göreceğiz bakalım fiyat olarak uygun,Tarafsız
"Bu aynı makinadan eş dosta 4.alışım teşekkürler ürün granit yapışmaz
temizlemesi kolay kullanışlı çabuk ısınır gayet güzel faturası ve
garanti belgesini arzum sitesinden +1 yıl garanti uzatabilirsniz orjinal
ürün teşekkürler",Olumlu
Çekiş gücü güzel toz hazinesi küçük,Olumlu
Ütü oldukça güzel ve kullanışlı. Nispeten sessiz çalışıyor. Buhar çıkış gücü sayesinde oldukça başarılı performansı var. Hafif ve estetik. Tavsiye ederim.,Olumlu
Buzdolabı üst  kapaginda elimde karıncalanma hissediyorum elektirik kaçağı  gibi,Olumsuz
ürün iyi güzel kalite iyi değil ama   şarj ediyor,Tarafsız
"Fena değil, altında su tepsisi yok.",Olumsuz
4 ay önce modem aldım fakat 1. ayında arızalandı 25 gün yetkili servislerine maalesef ulaşabildim bana dedikleri kargoya ücretini ödeyerek gönderebilirsiniz diyerek cevap verdiler soruyorum garantili bir ürün nasıl olurda müşteriden kargo ücreti talep edilir.aldığım firmaya gittim garantiye gönderirsek hiç birşey yapmadan gönderirler cevabı aldım.aldığım firma kendisi yapacakmışsatıcı bana bu cevabı verdi.TENDAsattığı ürünün arkasında durmuyorsun almış olduğum firmanın bu şekilde cevap verdiğini Tenda müşteri temsilcisine kaçkez söyledimsede yardımcı olmadınız halen ayıplı ve arızalı ürününüz paketli halde 28 gündür duruyor28 günde maalesef tam olarak ne adres ne iletişim bilgisi alamadım birisi diyor yurtiçi kargo anlaşmalı öteki diyor ücreti siz ödeyeceksiniz basit bir marka,Olumsuz
"Ürünü tavsiye üzerine aldım. Hemen hemen internetteki bütün yorumları
okudum. Parasına göre süper makine, umarım uzun ömürlü olur.",Olumlu
Depoda yıllarca kalmış gibi duruyor.,Olumsuz
Ürün çok kalitesiz bir çakma. Emitasyon olup kaliteli olsa yine neyse diyecektim ama ses boğuk geliyor ve malzeme kalitesi 10 liralık bile değil. Şunu AKG görse yapanı da satanı da yaşatmaz.,Olumsuz
2 ay içinde buhar düğmesi bozuldu kesinlikle tavsiye etmiyorum.,Olumsuz
"sıradan çin malı bi radyo. sadece radyo olarak kullanılır diğer yazılan
özellikler çalışmıyor. mesela ışıldağı bile çalışmıyor. hata bizde bu
paraya ancak bu kadar olur. sonuçta çin malı.",Olumsuz
Başarılı satıcı zamanında teslim uygun güvenilir,Olumlu
"Ürün kalite olarak gayet iyi fakat beklediğimin altında bir serinletici. Elbette klima ile kıyaslanamaz tabiiki de su haznesinin 1-2 saat içerisinde boşalarak uyarı vermesi sürekli su takviyesi yapmanıza neden oluyor. Su haznesini açmanız için öncelikle arkadaki filtreyi çıkartıyorsunuz ve haznenin ilginç bir şekilde sabit kalmasını sağlayan vida var. her seferinde tornavida yardımıyla sökmek gibi gereksiz bir işlem isteniyor. bu sürelerde su takviyesi istediği için vidayı takmayın birşey olmuyor. 1 kademe daha iyi serinletme özelliği olsa çok kullanışlı olacak. Çanakkalede 32-34 derecelerde çalışma derecesi 10 üzerinden 5, ama sıcak daha sıcak yerlerde kullanımı çok gereksiz olacaktır.",Olumsuz
